LTARSiteCode,SiteVariableName,SiteVariableDescription,Units,ControlledVariable,ControlledDescription,ControlledUnits,Comments,TemporalResolution,StartDate,EndDate,ResponsiblePersons,StorageFormat,URLdataAccess,LocationIDoutsideNetwork,SpatialRepeats,SpatialDescription,AgCROS.Table,AgCROS.VarName
ABS-UF,Soil temperature,"min, max",F,Soil_Temp,Soil temperature at a given soil depth,°C,,15 min,1997,Present,,".dat files, access db",,,4,weather stations,"WeatherDaily, WeatherStation","Temperature, soil, daily, mean"
ABS-UF,Soil_Temp,"RCREC, Soil temperature at a given soil depth",F,Soil_Temp,Soil temperature at a given soil depth,°C,,,,,,,,,,,,
ABS-UF,total carbon,"pastures, wetlands",%,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,Once,2000,2000,,excel files,,,16,pastures,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
ABS-UF,total carbon,"RCREC, ashes, post fire",mg/kg,Total_Soil_C,Total of all forms of carbon in the soil (organic and inorganic C),g C/kg,,Once,2019,Present,,excel files,,,16,pastures,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil carbon, soil, mean or single measurement"
ABS-UF,phosphorus in resin,P conc in resin,ppm/cm2,Total_P_extractable,Total phosphorus in soil extract,mg P/kg,"VLJ - resin extracts could be per unit area of resin strip or unit mass of resin beads - not translatable to unit mass of soil; do we need another variable name for ""Resin_PO4"" and ""Resin_NH4"" and ""Resin_NO3""?  Can units change based on attribute selection (strips vs beads)?  If not, then we may need to specify ""Resin Strip_PO4"" etc, vs ""Resin_Bead_PO4""...",monthly,2005,2006,,excel files,,,16,pastures,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Phosphorus
ABS-UF,nitrogen,"NIFA, baseline",%,Total_Soil_N,Total soil nitrogen,g N/kg,"WO - might be ""total_soil_N""?  VLJ - agreed, changed column E to ""Total_Soil_N""",Once,2016,2016,,excel files,,,16,pastures,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
ABS-UF,nitrogen,NIFA,%,Total_Soil_N,Total soil nitrogen,g N/kg,"WO - might be ""total_soil_N""? VLJ - agreed - made change",Once in 2 years,2017,Present,,excel files,,,16,pastures,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
ABS-UF,total nitrogen,"RCREC, pre fire, post fire",mg/kg,Total_Soil_N,Total soil nitrogen,g N/kg,,Irregular,2009,Present,,excel files,,,16,pastures,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Total soil nitrogen, soil, mean or single measurement"
ABS-UF,P,"NIFA, baseline",kg/ha,Total_Soil_P,Total soil phosphorus,mg P/kg,WO - check that this is not extractable total P,Once,2016,2016,,excel files,,,16,pastures,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
ABS-UF,Soil moisture,,%,Soil_Moisture_vol,Volumetric soil moisture content,% vol (cm3 H2O/cm3 soil*100),,15 min,1997,Present,,".dat files, access db",,,4,weather stations,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CAF,Horizon,Horizon designation of the subsample,unitless,No controlled name,-,-,WO - no category,0 year,1998,2015,David Huggins,csv,,,369,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Soil horizon designation
CAF,tension,Soil tension,kPa,No controlled name,-,-,WO - no category,0 year,2013,2016,David Huggins,csv,,,4,CAF,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","tension, soil"
CAF,GramNeg,Gram negative bacteria (nanomoles of lipid per gram of soil),nmol/g,No controlled name,-,-,WO - no category,,,,,,,,,,,
CAF,Eukaryote,Eukaryotes not classified as fungi (nanomoles of lipid per gram of soil),nmol/g,No controlled name,-,-,WO - no category,,,,,,,,,,,
CAF,GramPos,Gram positive bacteria (nanomoles of lipid per gram of soil),nmol/g,No controlled name,-,-,WO - no category,,,,,,,,,,,
CAF,Anaerobe,Anaerobic bacteria (nanomoles of lipid per gram of soil),nmol/g,No controlled name,-,-,WO - no category,,,,,,,,,,,
CAF,Actinomy,Actinomycetes (nanomoles of lipid per gram of soil),nmol/g,No controlled name,-,-,WO - no category,,,,,,,,,,,
CAF,T_Bact,Total bacterial biomass (nanomoles of lipid per gram of soil),nmol/g,No controlled name,-,-,WO - no category,,,,,,,,,,,
CAF,mass,Lysimeter weight,g,No controlled name,-,-,"WO - no category, could be bulk density? or moisture?",0 year,2013,2016,David Huggins,csv,,,4,CAF,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil moisture
CAF,dC13AcidWashed,Carbon isotopic composition of the subsample after acid washed,permille,13C,13C natural abundance in soil,per mille,WO - 13C_Organic? JJH see comments above WO - will be captures in attributes,0 year,1998,2015,David Huggins,csv,,,369,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Carbon, soil"
CAF,dC13,Carbon isotopic composition of the subsample,permille,13C,13C natural abundance in soil,per mille,WO - 13C_Total? JJH delta isotopes are expressed relative to a reference material so not just total- Controlled name should reflect it is a delta (natural abundance) and not enriched or depleted? WO - will be captured in attributes,0 year,1998,2015,David Huggins,csv,,,369,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","delta c13, soil"
CAF,Fungi,Fungi (nanomoles of lipid per gram of soil),nmol/g,Fungal_abundance,Abundance of fungi,copies/g,Not sure about unit conversion,,,,,,,,,,,
CAF,T_Fungi,Total fungal biomass (nanomoles of lipid per gram of soil),nmol/g,Fungal_abundance,Abundance of fungi,copies/g,Not sure about unit conversion,,,,,,,,,,,
CAF,Org_N_PPM,1 day co2c burst organic nitrogen,ppm,Mineralizable N,Accumulation of both soil nitrate and ammonium,mg N/kg,edited by WO JJH Need to distinguish between organic and inorganic N,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Nitrogen
CAF,WSol_NH3,Water soluble ammoniacal-N,ppm,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,edited by WO JJH reconcile NH3 vs NH4?,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Potentially Mineralizable N
CAF,Ammonia,Ammonia of subsample,μg NH4-N/g-dry soil,Ammonium_NH4_extractable,Ammonium in soil extract,mg N/kg,,,,,,,,,,,,
CAF,AM_Fungi,Arbuscular mycorrhizal fungi (nanomoles of lipid per gram of soil),nmol/g,AMF_abundance,Arbuscular mycorrhizal fungi root colonization,% root colonized,Need more info to convert units,,,,,,,,,,,
CAF,Consistence (dry),"NRCS consistence, dry",unitless,Consistency,Assessment of soil consistence,,edited by WO,0 year,1999,1999,David Huggins,xlsx,,,183,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Consistence
CAF,Consistence (wet),"NRCS consistence, moist",unitless,Consistency,Assessment of soil consistence,,edited by WO,0 year,1999,1999,David Huggins,xlsx,,,183,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Consistence
CAF,Plasticity,"NRCS consistence, plasticity",unitless,Consistency,Assessment of soil consistence,,edited by WO,0 year,1999,1999,David Huggins,xlsx,,,183,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Plasticity
CAF,Stickiness,"NRCS consistence, stickiness",unitless,Consistency,Assessment of soil consistence,,edited by WO,0 year,1999,1999,David Huggins,xlsx,,,183,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Stickiness
CAF,Pores,"Quantity, size, shape",unitless,Porosity,Assessment of soil pores,-,edited by WO,0 year,1999,1999,David Huggins,xlsx,,,183,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Micro or Macroaggregation
CAF,CO2C_24HR,1 day co2c burst,ppm,Microbial_Respiration_C,Carbon in CO2 evolution under controlled laboratory conditions,mg C/kg/d,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,MeasGHGFlux,"Carbon dioxide, air, daily, mean or single measurement"
CAF,WSol_C,Water soluble carbon,ppm,Extractable_C,Carbon in soil extract,mg C/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Soluble organic carbon, soil"
CAF,CEC,Cation exchange capacity from sodium acetate / ammonium acetate method,meq/100g,CEC,Cation Exchange capacity,cmol/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Cation exchange capacity, soil"
CAF,S_PPM,Sulfure,ppm,S_extractable,Extractable soil sulfur,mg S/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","sulfur, soil"
CAF,GravimetricWaterContent,Gravimetric water content measured in the spring and fall of various cropping years,g/g,Soil_Moisture_grav,Gravimetric soil moisture content,% (g water/g dry soil*100),,,,,,,,,,,,
CAF,T_PLFA,Total phospholipid biomass (nanomoles of lipid per gram of soil),nmol/g,Lipid_biomarkers,"Lipid biomakers including phospholipid fatty acids and fatty acid methyl esters, were they measured",-,edited by WO,,,,,,,,,,,
CAF,PH,pH from (1:1) Soil:Water Ratio,unitless,pH,Negative logarithm of the hydrogen ion concentration,no reported units,edited by WO JJH suggest omitting this WO - check this isn't a duplicate of other pH entry; site recommends keeping both,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH
CAF,pH,pH of the subsample,unitless,pH,Negative logarithm of the hydrogen ion concentration,no reported units,site recommends keeping both,0 year,1998,2015,David Huggins,csv,,,369,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH
CAF,NO3_N_PPM,Nitrate Nitrogen NO3-N from Chromatropic Acid,ppm,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
CAF,WSol_N,Water soluble Nitrate-N,ppm,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",Nitrogen
CAF,SUB_NO3_1,sub-soil nitrate as nitrogen,ppm,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,"edited by WO; if this is same as other nitrate measurements can delete duplicates, depth will be captured in meta-data",0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Nitrate nitrogen, soil"
CAF,Nitrate,Nitrate of subsample,μg NO3-N/g dry soil,Nitrate_NO3_extractable,Nitrate in soil extract,mg N/kg,,,,,,,,,,,,
CAF,BulkDensity,Bulk density of the subsample,g/cm^3,Bulk_Density,Oven-dried soil mass per volume,g/cm3,JJH Distinguish between weighted and unweighted? WO - weighted would be a derived value so can omit,0 year,1998,2015,David Huggins,csv,,,369,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Bulk density, soil"
CAF,Clay,particle size fraction,%,Clay,Percent of soil particles in clay fraction < 0.002 mm,% of <2 mm sieved soil,,0,4/20/2007 0:00,6/16/2016 0:00,David Brown,tdf,https://data.nal.usda.gov/dataset/data-field-scale-sensor-network-data-set-monitoring-and-modeling-spatial-and-temporal-variation-soil-moisture-dryland-agricultural-field,Ag Data Commons,42,CookEast,,"Clay, soil"
CAF,Sand,particle size fraction,%,Sand,Percent of soil particles in sand fraction > 0.05 mm,% of <2 mm sieved soil,,0,4/20/2007 0:00,6/16/2016 0:00,David Brown,tdf,https://data.nal.usda.gov/dataset/data-field-scale-sensor-network-data-set-monitoring-and-modeling-spatial-and-temporal-variation-soil-moisture-dryland-agricultural-field,Ag Data Commons,42,CookEast,,unresolved
CAF,Silt,particle size fraction,%,Silt,Percent of soil particles in silt fraction < 0.05 and > 0.002 mm,% of <2 mm sieved soil,,0,4/20/2007 0:00,6/16/2016 0:00,David Brown,tdf,https://data.nal.usda.gov/dataset/data-field-scale-sensor-network-data-set-monitoring-and-modeling-spatial-and-temporal-variation-soil-moisture-dryland-agricultural-field,Ag Data Commons,42,CookEast,,unresolved
CAF,BUFF_INDEX,pH_SMP Test,unitless,pH_buffer,pH after addition of buffer solution,no reported units,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil pH
CAF,H3A_Orth_P,Orthophosphate-P from H3A extraction method,ppm,PO4_extractable,Phosphate in soil extract,mg P/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
CAF,WSolOrth_P,Water soluble orthophosphate-P,ppm,PO4_extractable,Phosphate in soil extract,mg P/kg,edited by WO,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Phosphorus, soil"
CAF,ISFs,Ped and void surface features,unitless,Soil_structure,Qualitative description of soil structure,,edited by WO,0 year,1999,1999,David Huggins,xlsx,,,183,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil features
CAF,Structure,"NRCS structure; grade, size, type",unitless,Soil_structure,Qualitative description of soil structure,,edited by WO,0 year,1999,1999,David Huggins,xlsx,,,183,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",nrcs structure designation
CAF,Color (moist),"matrix color, moist; munsell notation",unitless,Soil_color,Soil color based on Munsell notation,,edited by WO,0 year,1999,1999,David Huggins,xlsx,,,183,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil features
CAF,Color (dry),"matrix color, dry; munsell notation",unitless,Soil_color,Soil color based on Munsell notation,,edited by WO JJH don't think we need both,0 year,1999,1999,David Huggins,xlsx,,,183,CookEast,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol",soil features
CAF,H3A_AL_PPM,Aluminum from H3A extraction method,ppm,Al_extractable,Soil concentration of extractable Aluminum,mg Al/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Aluminum, soil"
CAF,B_PPM,Boron,ppm,B_extractable,Soil concentration of extractable Boron,mg B/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,STEWARDS,boron
CAF,PERCENT_CA,Percent calcium from 1N KCL Extraction,%,Ca_extractable,Soil concentration of extractable Calcium,mg Ca/kg,edited by WO JJH we have not consistently omitted or included units in the variablename WO - units will have to be reconciled once sites get to data entry process,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Calcium, soil"
CAF,CA_PPM,Calcium,ppm,Ca_extractable,Soil concentration of extractable Calcium,mg Ca/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Calcium, soil"
CAF,H3A_Ca_PPM,Calcium from H3A extraction method,ppm,Ca_extractable,Soil concentration of extractable Calcium,mg Ca/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Calcium, soil"
CAF,CU_PPM,Copper,ppm,Cu_extractable,Soil concentration of extractable Copper,mg Cu/kg,,0 year,2017,now,David Huggins,csv,,,120,Cook,"MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol","Copper, soil"
